Numero,Vecinos,Porcentaje,Accuracy,Precision,Recall
1991,83,79,0.9297052154195011,0.9300116005931797,0.9285466258340416
1992,85,79,0.9290249433106575,0.9292805325850534,0.9278747490536728
1993,87,79,0.9283446712018141,0.9286336794333367,0.9271788964487312
1994,89,79,0.9277777777777778,0.9281205561646833,0.9265855845964424
1995,91,79,0.9281179138321995,0.9285272205636368,0.9269014509703315
1996,93,79,0.9275510204081633,0.9279223058961588,0.9263577851452608
1997,95,79,0.927437641723356,0.9279233486697913,0.9262511888271352
1998,97,79,0.9267573696145125,0.9272607920546839,0.9255162151943113
1999,99,79,0.9267573696145125,0.9272954244918546,0.9254593383449621
2000,1,81,0.9570175438596491,0.9567567848691951,0.9564939870459218
2001,3,81,0.9598997493734336,0.9597446528149517,0.9591998145694189
2002,5,81,0.9592731829573935,0.9589777444510117,0.9586440290032746
2003,7,81,0.9593984962406015,0.9591857018775943,0.9586442276176614
2004,9,81,0.9568922305764411,0.9566592812320822,0.9561140113451077
2005,11,81,0.9552631578947368,0.9549739233333892,0.9545054033517584
2006,13,81,0.9527568922305765,0.9524644320203122,0.9519230946606779
2007,15,81,0.9533834586466166,0.9532090940732021,0.9525885765238252
2008,17,81,0.9510025062656642,0.9509052807631508,0.9502132090650728
2009,19,81,0.9505012531328321,0.9503257511491825,0.949709184298459
2010,21,81,0.9488721804511279,0.9488756021271175,0.9480015871283589
2011,23,81,0.9481203007518797,0.9481000580521751,0.9471710292644413
2012,25,81,0.9469924812030075,0.9469285791819079,0.9460220653861781
2013,27,81,0.9461152882205514,0.9461084618261024,0.9451475003069044
2014,29,81,0.9447368421052632,0.944809148026588,0.9437219296978799
2015,31,81,0.9431077694235589,0.9432371015814927,0.9420862100215193
2016,33,81,0.9429824561403509,0.9430685865215338,0.9419570762742364
2017,35,81,0.9428571428571428,0.9429679803781174,0.9418344313425834
2018,37,81,0.9424812030075188,0.9426145860159293,0.941468446838517
2019,39,81,0.9422305764411028,0.9425273554323474,0.9412080314575887
2020,41,81,0.9414786967418546,0.9417480601993853,0.9404141833287772
2021,43,81,0.9416040100250627,0.9419213906088373,0.9405384336002122
2022,45,81,0.9414786967418546,0.9418602989042475,0.9404412918115387
2023,47,81,0.9403508771929825,0.9408202665532247,0.9392863491344896
2024,49,81,0.9399749373433584,0.9404717383125545,0.9389045663242946
2025,51,81,0.9404761904761905,0.9409789319590377,0.9394255906974033
2026,53,81,0.9403508771929825,0.9407878104455227,0.9392797009927628
2027,55,81,0.9390977443609022,0.9396627896479238,0.9380144068910049
2028,57,81,0.9389724310776942,0.939504159366851,0.937874907660514
2029,59,81,0.9387218045112782,0.9392988774057806,0.937639699132703
2030,61,81,0.937468671679198,0.9379924917441093,0.9363449805456909
2031,63,81,0.9364661654135338,0.9371042807477293,0.9353458805259163
2032,65,81,0.9365914786967419,0.9372582105387002,0.935471439345765
2033,67,81,0.9363408521303258,0.9370024327214166,0.9352290272011261
2034,69,81,0.9350877192982456,0.9356954436287636,0.9339505448810546
2035,71,81,0.9348370927318296,0.9354840716900306,0.9336999132289809
2036,73,81,0.9338345864661655,0.9344721395105349,0.932668208091665
2037,75,81,0.9342105263157895,0.9348283309212657,0.9330885483550352
2038,77,81,0.9332080200501253,0.933978527905506,0.9320381598086322
2039,79,81,0.9328320802005012,0.9336912133302728,0.9316851028739231
2040,81,81,0.9329573934837093,0.9338975623185825,0.9317831084832248
2041,83,81,0.9315789473684211,0.932446749348754,0.9304438964475187
2042,85,81,0.931203007518797,0.932019991642713,0.9300314349854011
2043,87,81,0.9300751879699248,0.9308821380387183,0.9289039608657635
2044,89,81,0.9299498746867167,0.9308235938233194,0.9287970115244615
2045,91,81,0.9296992481203008,0.9306134466426863,0.9285642341389302
2046,93,81,0.9294486215538847,0.9303410751535726,0.9282897305599331
2047,95,81,0.9290726817042606,0.9300144756203241,0.9278968674991962
2048,97,81,0.9283208020050125,0.9290990314436772,0.9271374921813406
2049,99,81,0.9268170426065163,0.9277160710403056,0.9255916638847136
2050,1,83,0.9537815126050421,0.95314030915546,0.9529608598943105
2051,3,83,0.9563025210084034,0.9558012064757083,0.9554901730965838
2052,5,83,0.9561624649859944,0.9556771716694639,0.9554559832814027
2053,7,83,0.9553221288515407,0.9549115527730556,0.9546708212171022
2054,9,83,0.9523809523809523,0.9522738351311656,0.9515489284316846
2055,11,83,0.949859943977591,0.9497504735570799,0.9489740129008023
2056,13,83,0.9501400560224089,0.950039441278687,0.9492775899482886
2057,15,83,0.9480392156862745,0.9479755232642721,0.9472064449308846
2058,17,83,0.9474789915966386,0.9473966805617469,0.9465893846453465
2059,19,83,0.9469187675070028,0.9467822871530288,0.9460627010224394
2060,21,83,0.9473389355742297,0.947359017623745,0.9464304667934771
2061,23,83,0.946218487394958,0.9461820682626755,0.9453211497170659
2062,25,83,0.946218487394958,0.9462909376332206,0.9452889698347766
2063,27,83,0.9457983193277311,0.9458997197637196,0.9448984331808132
2064,29,83,0.9456582633053221,0.9457902251892067,0.9447715686334954
2065,31,83,0.9452380952380952,0.945365537004394,0.9443676419946551
2066,33,83,0.9453781512605042,0.9454988340076611,0.9444724370989082
2067,35,83,0.9434173669467787,0.943662779692511,0.9424631694904443
2068,37,83,0.9418767507002801,0.9422418625268805,0.9408703856956426
2069,39,83,0.9408963585434174,0.9412292955424993,0.939889100573003
2070,41,83,0.9400560224089636,0.940379697454599,0.9389926344766796
2071,43,83,0.9392156862745098,0.9395038453230049,0.9381100791718306
2072,45,83,0.9380952380952381,0.9383824323876905,0.9369507002744125
2073,47,83,0.938375350140056,0.9387214292192783,0.9372537811570458
2074,49,83,0.9380952380952381,0.9385405718955294,0.9369868899340832
