"Vecinos vs porcentaje" 1 3 5 7 9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51 53 55 57 59 61 63 65 67 69 71 73 75 77 79 81 83 85 87 89 91 93 95 97 99
31 0,761190911 0,820182648 0,868950026 0,857392146 0,890424281 0,897127331 0,907747241 0,9037665 0,909723749 0,916683337 0,91586339 0,910285134 0,913301798 0,924057201 0,923899577 0,926114965 0,924539386 0,929362118 0,92396325 0,930792482 0,928423899 0,934883759 0,931932106 0,934534839 0,936557404 0,934144667 0,935637271 0,937001822 0,939093604 0,934472838 0,942706474 0,937724668 0,939949374 0,939038015 0,945483325 0,943990349 0,946056398 0,946963747 0,945305712 0,948981889 0,947401604 0,942185576 0,947140737 0,948524405 0,949762361 0,944273641 0,947183321 0,940806159 0,95296292 0,958846827
33 0,758901622 0,81819807 0,866289913 0,854530659 0,889526851 0,895363157 0,905609587 0,902272219 0,90815854 0,915712433 0,91526265 0,908964852 0,912303048 0,923115384 0,922015856 0,925579605 0,924288884 0,927815096 0,922343104 0,929379892 0,927465114 0,934240229 0,930924526 0,934242144 0,935907088 0,933703279 0,934591732 0,936063367 0,937612791 0,934224439 0,941919646 0,936956935 0,939220487 0,939028806 0,945199542 0,943589204 0,945632031 0,946063232 0,94474212 0,948282128 0,946541332 0,942587406 0,946945716 0,948506822 0,94891655 0,943483607 0,947222568 0,941959298 0,954041957 0,956044893
35 0,755510541 0,815657991 0,864423041 0,852151872 0,888051166 0,892907811 0,90412517 0,901308188 0,906802518 0,91467735 0,91399978 0,90769026 0,91216026 0,921805216 0,921403589 0,92413075 0,924199025 0,927520477 0,921493351 0,928675314 0,92614631 0,932266483 0,929763586 0,932976494 0,934823484 0,932953625 0,934009223 0,934949762 0,937368494 0,932485949 0,942667526 0,936216846 0,938465974 0,938339535 0,945089383 0,942927993 0,944555481 0,944732501 0,943503114 0,946855163 0,945978888 0,942473075 0,945182086 0,947528907 0,948108908 0,94339982 0,945899221 0,940319059 0,95332322 0,958487219
37 0,753299591 0,813600611 0,862216228 0,850666047 0,887004009 0,891433783 0,902742133 0,900070829 0,905086692 0,913497661 0,912196769 0,90615251 0,911048215 0,920436505 0,920571453 0,92347539 0,92333326 0,926219451 0,920772944 0,927390582 0,925412946 0,931937308 0,929362849 0,932497731 0,934178236 0,932315166 0,932980846 0,934360403 0,936690199 0,932229846 0,942253251 0,934267196 0,937838595 0,937397064 0,943571208 0,942780193 0,943309639 0,943825089 0,943367312 0,946218073 0,944929451 0,940451433 0,943310515 0,947331287 0,948706416 0,943032622 0,944213648 0,938911087 0,949654666 0,959204537
39 0,751124826 0,811230667 0,860660891 0,848129343 0,884587469 0,889898091 0,902171653 0,898678399 0,904509532 0,912167357 0,911094691 0,905492658 0,909836157 0,919506384 0,919408789 0,922451112 0,922253963 0,924763265 0,920501627 0,925721666 0,925610889 0,930954207 0,927915028 0,931562449 0,933485107 0,931162045 0,932000943 0,933785769 0,936248185 0,931479118 0,941686208 0,934403928 0,937153209 0,936698428 0,943113171 0,941846686 0,942915225 0,943062492 0,942619713 0,945384513 0,944343631 0,940811299 0,944093196 0,946302669 0,947356243 0,943015667 0,943751657 0,937754282 0,945799647 0,958487219
41 0,748950557 0,809576228 0,859629877 0,847054062 0,882995271 0,888158612 0,900852893 0,89690582 0,903415471 0,910994267 0,909895532 0,90458298 0,907946483 0,91881985 0,918118535 0,921687019 0,921071763 0,923778249 0,9197916 0,925317046 0,923810653 0,929517411 0,927008163 0,930715668 0,932714811 0,929823 0,931640703 0,933540404 0,935227229 0,93047048 0,940103618 0,933696803 0,936597654 0,936496154 0,942424799 0,940874507 0,942160435 0,943195395 0,941275821 0,945758059 0,942850451 0,939483407 0,943523746 0,945727666 0,948228434 0,942738667 0,943804425 0,936251702 0,945039622 0,958487219
43 0,747389645 0,80742457 0,858015559 0,844703191 0,881189054 0,887322133 0,899518892 0,895886797 0,902562375 0,909496086 0,909316055 0,903650365 0,907477446 0,918465959 0,917106333 0,920734577 0,919432036 0,922640491 0,918624912 0,92458023 0,922565381 0,929261367 0,926022308 0,930377293 0,931871871 0,929068147 0,930707884 0,933087922 0,935109401 0,929436291 0,939524889 0,932106411 0,935911986 0,93520652 0,941743652 0,940815539 0,941465318 0,942104572 0,941169148 0,945078822 0,941016609 0,938909951 0,942592953 0,945404417 0,947645159 0,940267701 0,941758097 0,936175324 0,946877849 0,960540539
45 0,745420026 0,804094114 0,85581031 0,842785289 0,879183178 0,886439161 0,897964905 0,894990275 0,901627117 0,908903489 0,907916421 0,902213494 0,906124662 0,917319371 0,916107835 0,919379238 0,919108378 0,921700266 0,917640651 0,924219951 0,921617707 0,928310586 0,924892132 0,929416566 0,930936807 0,928833359 0,929667689 0,932240359 0,933829126 0,928758811 0,938668643 0,931538325 0,935457739 0,934563338 0,941046333 0,93981914 0,941325848 0,942262722 0,940427708 0,944020466 0,94183095 0,938769509 0,942125428 0,945452493 0,946751253 0,939805546 0,939688406 0,933474901 0,944528975 0,958487219
47 0,743441211 0,801933739 0,854378032 0,840957264 0,877492642 0,885718826 0,897379885 0,893995713 0,900203092 0,907988046 0,907347786 0,901436004 0,904966995 0,916062258 0,915245603 0,918411113 0,917512904 0,920606684 0,916459759 0,922719535 0,920688662 0,927782276 0,923950699 0,928582272 0,93019262 0,927545557 0,929281088 0,931144061 0,932850606 0,928511325 0,937929751 0,930816875 0,935053294 0,934497285 0,940328098 0,9395487 0,940021959 0,941944089 0,940332912 0,943668426 0,941450289 0,938391266 0,943014793 0,943987204 0,946170199 0,938653952 0,938859149 0,933323327 0,944364534 0,958487219
49 0,741219622 0,799493197 0,853280904 0,839783466 0,876813361 0,884360126 0,896143767 0,892616248 0,899341346 0,906574846 0,906463903 0,900387653 0,90387223 0,915143591 0,913933811 0,917644861 0,917069759 0,919881362 0,915920345 0,921768755 0,920834821 0,927265669 0,923375348 0,927935994 0,929620907 0,926537189 0,92771222 0,930821677 0,932467969 0,927762317 0,937152607 0,929688188 0,934739127 0,933452504 0,939172294 0,939507971 0,938538175 0,941866117 0,939525247 0,943004689 0,941464872 0,937289566 0,94134924 0,942702262 0,944424982 0,938127799 0,938181661 0,933554206 0,941862949 0,959204537
