Numero,Vecinos,Porcentaje,Accuracy,Precision,Recall,Time
0,25,51,0.9363459669582118,0.9365161375000707,0.9358465863875255,21.967064380645752
1,50,51,0.9249271137026239,0.9254576450857309,0.924248401753565,22.392634868621826
2,75,51,0.915354713313897,0.9163785906546005,0.9145073424800751,22.43051552772522
