Numero,Vecinos,Porcentaje,Accuracy,Precision,Recall,Time
0,51,25,0.9060952380952381,0.9065804297885224,0.9048025564349924,16.330587148666382
1,51,50,0.9223809523809524,0.9232312462396282,0.9219789507383911,22.72087550163269
2,51,75,0.9320952380952381,0.9322021841892235,0.931076829628011,18.60520029067993
